id,dai_code,dai_title,chu_code,chu_title,sho_code,sho_display_code,sho_title,goal_section_code,goal_section_display_code,goal_section,goal_code,goal_display_code,goal_text,source_pdf,source_page
B-4-1)-②,B,社会と歯学,4,疫学・保健医療統計,1,1),歯科疾患の疫学,,,,2,②,スクリーニング検査を説明できる。,20230601-mxt_igaku-000029086_4.pdf,30
B-4-1)-③,B,社会と歯学,4,疫学・保健医療統計,1,1),歯科疾患の疫学,,,,3,③,歯科疾患の疫学的指標を説明できる。,20230601-mxt_igaku-000029086_4.pdf,30
B-4-1)-④,B,社会と歯学,4,疫学・保健医療統計,1,1),歯科疾患の疫学,,,,4,④,診療ガイドラインを説明できる。,20230601-mxt_igaku-000029086_4.pdf,30
B-4-2)-①,B,社会と歯学,4,疫学・保健医療統計,2,2),保健統計,,,,1,①,確率変数とその分布、統計的推測（推定と検定）の原理と方法を説明できる。,20230601-mxt_igaku-000029086_4.pdf,30
B-4-2)-②,B,社会と歯学,4,疫学・保健医療統計,2,2),保健統計,,,,2,②,主な保健統計（歯科疾患実態調査、国民健康・栄養調査、国勢調査、人口動態調査、患者調査、医療施設調査、医師・歯科医師・薬剤師調査、学校保健統計調査等）を説明できる。,20230601-mxt_igaku-000029086_4.pdf,30
B-4-2)-③,B,社会と歯学,4,疫学・保健医療統計,2,2),保健統計,,,,3,③,主な健康指標（平均寿命、平均余命、新生児・乳幼児死亡率等）を説明できる。,20230601-mxt_igaku-000029086_4.pdf,30
B-4-2)-④,B,社会と歯学,4,疫学・保健医療統計,2,2),保健統計,,,,4,④,調査方法と統計的分析法を説明できる。,20230601-mxt_igaku-000029086_4.pdf,30
B-4-3)-①,B,社会と歯学,4,疫学・保健医療統計,3,3),保健医療情報,,,,1,①,保健医療情報（診療情報（診療録等）を含む）の取扱いと情報のセキュリティーを説明できる。,20230601-mxt_igaku-000029086_4.pdf,30
B-4-3)-②,B,社会と歯学,4,疫学・保健医療統計,3,3),保健医療情報,,,,2,②,診療情報の開示に関する法的根拠と注意点を説明できる。,20230601-mxt_igaku-000029086_4.pdf,31
C-1-1)-①,C,生命科学,1,基礎自然科学,1,1),生体を構成する物質の化学的基礎,,,,1,①,原子と生体を構成する元素を説明できる。,20230601-mxt_igaku-000029086_4.pdf,32
C-1-1)-②,C,生命科学,1,基礎自然科学,1,1),生体を構成する物質の化学的基礎,,,,2,②,分子の成り立ち及び生体構成分子に関する化学的性質を説明できる。,20230601-mxt_igaku-000029086_4.pdf,32
C-1-1)-③,C,生命科学,1,基礎自然科学,1,1),生体を構成する物質の化学的基礎,,,,3,③,物質間及び物質とエネルギーの相互作用を説明できる。,20230601-mxt_igaku-000029086_4.pdf,32
C-1-2)-①,C,生命科学,1,基礎自然科学,2,2),生体現象の物理学的基礎,,,,1,①,生体現象と医療機器の原理における物体の力学的な運動を説明できる。,20230601-mxt_igaku-000029086_4.pdf,32
C-1-2)-②,C,生命科学,1,基礎自然科学,2,2),生体現象の物理学的基礎,,,,2,②,振動と波動現象の特徴及び光と音の基本的性質を説明できる。,20230601-mxt_igaku-000029086_4.pdf,32
C-1-2)-③,C,生命科学,1,基礎自然科学,2,2),生体現象の物理学的基礎,,,,3,③,医療機器に応用される電磁現象を説明できる。,20230601-mxt_igaku-000029086_4.pdf,32
C-2-1)-①,C,生命科学,2,生命の分子的基盤,1,1),生命を構成する基本物質,,,,1,①,アミノ酸とタンパク質の構造、機能及び代謝を説明できる。,20230601-mxt_igaku-000029086_4.pdf,32
C-2-1)-②,C,生命科学,2,生命の分子的基盤,1,1),生命を構成する基本物質,,,,2,②,糖質の構造、機能及び代謝を説明できる。,20230601-mxt_igaku-000029086_4.pdf,32
C-2-1)-③,C,生命科学,2,生命の分子的基盤,1,1),生命を構成する基本物質,,,,3,③,脂質の構造、機能及び代謝を説明できる。,20230601-mxt_igaku-000029086_4.pdf,32
C-2-1)-④,C,生命科学,2,生命の分子的基盤,1,1),生命を構成する基本物質,,,,4,④,生体のエネルギー産生と利用を説明できる。,20230601-mxt_igaku-000029086_4.pdf,32
C-2-1)-⑤,C,生命科学,2,生命の分子的基盤,1,1),生命を構成する基本物質,,,,5,⑤,酵素の機能と主な代謝異常を説明できる。,20230601-mxt_igaku-000029086_4.pdf,32
C-2-2)-①,C,生命科学,2,生命の分子的基盤,2,2),遺伝子と遺伝,,,,1,①,核酸、遺伝子及び染色体の構造と機能を説明できる。,20230601-mxt_igaku-000029086_4.pdf,33
C-2-2)-②,C,生命科学,2,生命の分子的基盤,2,2),遺伝子と遺伝,,,,2,②,デオキシリボ核酸(DNA)複製と修復の機序を説明できる。,20230601-mxt_igaku-000029086_4.pdf,33
C-2-2)-③,C,生命科学,2,生命の分子的基盤,2,2),遺伝子と遺伝,,,,3,③,転写と翻訳の過程と調節機序を説明できる。,20230601-mxt_igaku-000029086_4.pdf,33
C-2-2)-④,C,生命科学,2,生命の分子的基盤,2,2),遺伝子と遺伝,,,,4,④,遺伝性疾患の発生機序を説明できる。,20230601-mxt_igaku-000029086_4.pdf,33
C-2-2)-⑤,C,生命科学,2,生命の分子的基盤,2,2),遺伝子と遺伝,,,,5,⑤,遺伝子解析や遺伝子工学技術を説明できる。,20230601-mxt_igaku-000029086_4.pdf,33
C-2-3)-①,C,生命科学,2,生命の分子的基盤,3,3),細胞の構造と機能,,,,1,①,真核細胞の全体像と細胞膜、核、細胞小器官及び細胞骨格の構造と機能を説明できる。,20230601-mxt_igaku-000029086_4.pdf,33
C-2-3)-②,C,生命科学,2,生命の分子的基盤,3,3),細胞の構造と機能,,,,2,②,細胞の分泌と吸収を説明できる。,20230601-mxt_igaku-000029086_4.pdf,33
C-2-3)-③,C,生命科学,2,生命の分子的基盤,3,3),細胞の構造と機能,,,,3,③,細胞周期と細胞分裂を説明できる。,20230601-mxt_igaku-000029086_4.pdf,33
C-2-3)-④,C,生命科学,2,生命の分子的基盤,3,3),細胞の構造と機能,,,,4,④,細胞死の種類と基本的機序を説明できる。,20230601-mxt_igaku-000029086_4.pdf,33
C-2-4)-①,C,生命科学,2,生命の分子的基盤,4,4),細胞の情報伝達機構,,,,1,①,細胞接着の機構を説明できる。,20230601-mxt_igaku-000029086_4.pdf,33
C-2-4)-②,C,生命科学,2,生命の分子的基盤,4,4),細胞の情報伝達機構,,,,2,②,ホルモン、成長因子、サイトカイン等の受容体を介する細胞情報伝達機構を説明できる。,20230601-mxt_igaku-000029086_4.pdf,33
C-2-4)-③,C,生命科学,2,生命の分子的基盤,4,4),細胞の情報伝達機構,,,,3,③,主な細胞外マトリックス分子の構造と機能、合成と分解を説明できる。,20230601-mxt_igaku-000029086_4.pdf,33
C-3-1)-①,C,生命科学,3,人体の構造と機能,1,1),身体の部位と方向用語,,,,1,①,身体の区分及び方向用語を用いた運動方向と位置関係を説明できる。,20230601-mxt_igaku-000029086_4.pdf,33
C-3-2)-①,C,生命科学,3,人体の構造と機能,2,2),組織、器官及び個体の発生と成長,,,,1,①,人体の正常な個体発生と器官発生を説明できる。,20230601-mxt_igaku-000029086_4.pdf,34
C-3-2)-②,C,生命科学,3,人体の構造と機能,2,2),組織、器官及び個体の発生と成長,,,,2,②,多能性幹細胞と基本的な発生学的技術を概説できる。,20230601-mxt_igaku-000029086_4.pdf,34
C-3-2)-③,C,生命科学,3,人体の構造と機能,2,2),組織、器官及び個体の発生と成長,,,,3,③,人体の形態的な成長と機能的な発達を説明できる。,20230601-mxt_igaku-000029086_4.pdf,34
C-3-2)-④,C,生命科学,3,人体の構造と機能,2,2),組織、器官及び個体の発生と成長,,,,4,④,小児の身体発育、精神発達の特徴と評価法を説明できる。,20230601-mxt_igaku-000029086_4.pdf,34
C-3-3)-①,C,生命科学,3,人体の構造と機能,3,3),組織、器官及び個体の老化,,,,1,①,人体の老化の特性と機序及び寿命を概説できる。,20230601-mxt_igaku-000029086_4.pdf,34
C-3-3)-②,C,生命科学,3,人体の構造と機能,3,3),組織、器官及び個体の老化,,,,2,②,老化に伴う細胞、組織、器官及び個体の形態的・機能的な変化を概説できる。,20230601-mxt_igaku-000029086_4.pdf,34
C-3-3)-③,C,生命科学,3,人体の構造と機能,3,3),組織、器官及び個体の老化,,,,3,③,老化に伴う精神的・心理的変化を説明できる。,20230601-mxt_igaku-000029086_4.pdf,34
C-3-4)-(1)-①,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,1,(1),上皮組織と皮膚・粘膜系,1,①,上皮組織の形態、機能及び分布を説明できる。,20230601-mxt_igaku-000029086_4.pdf,34
C-3-4)-(1)-②,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,1,(1),上皮組織と皮膚・粘膜系,2,②,皮膚と粘膜の基本的な構造と機能を説明できる。,20230601-mxt_igaku-000029086_4.pdf,34
C-3-4)-(1)-③,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,1,(1),上皮組織と皮膚・粘膜系,3,③,腺の構造と分布及び分泌機構を説明できる。,20230601-mxt_igaku-000029086_4.pdf,34
C-3-4)-(2)-①,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,2,(2),支持組織と骨格系,1,①,人体の基本的な骨格系と骨の結合様式を説明できる。,20230601-mxt_igaku-000029086_4.pdf,34
C-3-4)-(2)-②,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,2,(2),支持組織と骨格系,2,②,結合（支持）組織の分類と構成する細胞と細胞間質を説明できる。,20230601-mxt_igaku-000029086_4.pdf,34
C-3-4)-(2)-③,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,2,(2),支持組織と骨格系,3,③,骨と軟骨の組織構造と構成する細胞を説明できる。,20230601-mxt_igaku-000029086_4.pdf,34
C-3-4)-(2)-④,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,2,(2),支持組織と骨格系,4,④,骨発生（軟骨内骨化と膜内骨化）、骨成長及びリモデリングの機序と調節機構を説明できる。,20230601-mxt_igaku-000029086_4.pdf,34
C-3-4)-(2)-⑤,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,2,(2),支持組織と骨格系,5,⑤,硬組織の成分と石灰化の機序を説明できる。,20230601-mxt_igaku-000029086_4.pdf,34
C-3-4)-(3)-①,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,3,(3),筋組織と筋系,1,①,筋組織の分類と分布を説明できる。,20230601-mxt_igaku-000029086_4.pdf,34
C-3-4)-(3)-②,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,3,(3),筋組織と筋系,2,②,筋細胞の構造と筋収縮の機序を説明できる。,20230601-mxt_igaku-000029086_4.pdf,34
C-3-4)-(3)-③,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,3,(3),筋組織と筋系,3,③,全身の主要な筋の肉眼的構造、作用及び神経支配を説明できる。,20230601-mxt_igaku-000029086_4.pdf,34
C-3-4)-(4)-①,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,4,(4),血液・リンパと循環器系,1,①,心臓の構造、発生、機能及び心電図波形を説明できる。,20230601-mxt_igaku-000029086_4.pdf,34
C-3-4)-(4)-②,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,4,(4),血液・リンパと循環器系,2,②,血液循環（肺循環、体循環及び胎児循環）の経路と主要な動静脈の名称を説明できる。,20230601-mxt_igaku-000029086_4.pdf,34
C-3-4)-(4)-③,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,4,(4),血液・リンパと循環器系,3,③,血管の構造と血圧調節機能を説明できる。,20230601-mxt_igaku-000029086_4.pdf,34
C-3-4)-(4)-④,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,4,(4),血液・リンパと循環器系,4,④,血液の構成要素と役割を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(4)-⑤,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,4,(4),血液・リンパと循環器系,5,⑤,リンパ管とリンパ系組織・器官の構造と機能を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(4)-⑥,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,4,(4),血液・リンパと循環器系,6,⑥,造血器官と造血機構を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(4)-⑦,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,4,(4),血液・リンパと循環器系,7,⑦,止血、血液凝固及び線溶の機序を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(5)-①,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,5,(5),神経系,1,①,末梢神経系の種類、走行及び支配領域を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(5)-②,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,5,(5),神経系,2,②,体性神経系と自律神経系の構造と機能を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(5)-③,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,5,(5),神経系,3,③,交感神経系と副交感神経系の構造と機能を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(5)-④,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,5,(5),神経系,4,④,脳と脊髄の構造と機能（運動機能、感覚機能、高次神経機能及び自律機能）を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(5)-⑤,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,5,(5),神経系,5,⑤,脳血管の構造と分布及び機能的特徴を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(5)-⑥,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,5,(5),神経系,6,⑥,反射、半自動運動、随意運動の発現と調節の機序を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(5)-⑦,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,5,(5),神経系,7,⑦,ニューロンとグリアの構造と機能を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(5)-⑧,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,5,(5),神経系,8,⑧,神経の活動電位の発生と伝導の機序を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(5)-⑨,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,5,(5),神経系,9,⑨,シナプス伝達の機序と神経伝達物質を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(6)-①,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,6,(6),感覚器系と感覚,1,①,特殊感覚器の構造と特殊感覚を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(6)-②,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,6,(6),感覚器系と感覚,2,②,体性感覚の受容器の構造と機能を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(6)-③,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,6,(6),感覚器系と感覚,3,③,内臓感覚を概説できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(6)-④,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,6,(6),感覚器系と感覚,4,④,疼痛の種類、発生機序及び制御機構を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(7)-①,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,7,(7),消化器系,1,①,消化管の基本構造、消化機能及び調節機構を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(7)-②,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,7,(7),消化器系,2,②,肝臓の構造と機能及び胆汁と胆道系を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(7)-③,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,7,(7),消化器系,3,③,膵臓（外分泌部と内分泌部）の構造と機能を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(8)-①,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,8,(8),呼吸器系,1,①,気道系の構造と機能を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(8)-②,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,8,(8),呼吸器系,2,②,肺の構造・機能と呼吸運動を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(9)-①,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,9,(9),内分泌系とホメオスタシス,1,①,内分泌器官・組織の構造と機能及びホルモンの種類、作用と異常を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(9)-②,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,9,(9),内分泌系とホメオスタシス,2,②,恒常性維持と内分泌系・神経系の機能相関を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(9)-③,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,9,(9),内分泌系とホメオスタシス,3,③,体温の調節機序を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(9)-④,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,9,(9),内分泌系とホメオスタシス,4,④,摂食調節の機序を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(10)-①,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,10,(10),泌尿器系と体液・電解質調節,1,①,腎臓、尿管、膀胱及び尿道の構造と機能を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(10)-②,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,10,(10),泌尿器系と体液・電解質調節,2,②,体液の量と組成及び浸透圧の調節機構を説明できる。,20230601-mxt_igaku-000029086_4.pdf,35
C-3-4)-(10)-③,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,10,(10),泌尿器系と体液・電解質調節,3,③,水代謝と主な電解質の出納とその異常を説明できる。,20230601-mxt_igaku-000029086_4.pdf,36
C-3-4)-(11)-①,C,生命科学,3,人体の構造と機能,4,4),身体を構成する組織と器官,11,(11),生殖器系,1,①,男性生殖器と女性生殖器の構造と機能を説明できる。,20230601-mxt_igaku-000029086_4.pdf,36
C-4-1)-①,C,生命科学,4,感染と免疫,1,1),感染,,,,1,①,細菌、真菌、ウイルス及び原虫の基本的な構造と性状を説明できる。,20230601-mxt_igaku-000029086_4.pdf,36
C-4-1)-②,C,生命科学,4,感染と免疫,1,1),感染,,,,2,②,細菌、真菌、ウイルス及び原虫のヒトに対する感染機構と病原性を説明できる。,20230601-mxt_igaku-000029086_4.pdf,36
C-4-1)-③,C,生命科学,4,感染と免疫,1,1),感染,,,,3,③,感染症の種類、予防、診断及び治療を説明できる。,20230601-mxt_igaku-000029086_4.pdf,36
C-4-1)-④,C,生命科学,4,感染と免疫,1,1),感染,,,,4,④,滅菌と消毒の意義、種類及び原理を説明できる。,20230601-mxt_igaku-000029086_4.pdf,36
C-4-1)-⑤,C,生命科学,4,感染と免疫,1,1),感染,,,,5,⑤,化学療法の目的と原理及び化学療法薬の作用機序並びに薬剤耐性機序を説明できる。,20230601-mxt_igaku-000029086_4.pdf,36
C-4-2)-①,C,生命科学,4,感染と免疫,2,2),免疫,,,,1,①,自然免疫の種類と機能を説明できる。,20230601-mxt_igaku-000029086_4.pdf,36
C-4-2)-②,C,生命科学,4,感染と免疫,2,2),免疫,,,,2,②,獲得免疫の種類と機構を説明できる。,20230601-mxt_igaku-000029086_4.pdf,36
C-4-2)-③,C,生命科学,4,感染と免疫,2,2),免疫,,,,3,③,免疫系担当臓器・細胞の種類と機能を説明できる。,20230601-mxt_igaku-000029086_4.pdf,36
C-4-2)-④,C,生命科学,4,感染と免疫,2,2),免疫,,,,4,④,抗原提示機能と免疫寛容を説明できる。,20230601-mxt_igaku-000029086_4.pdf,36
C-4-2)-⑤,C,生命科学,4,感染と免疫,2,2),免疫,,,,5,⑤,アレルギー性疾患の種類、発症機序及び病態を説明できる。,20230601-mxt_igaku-000029086_4.pdf,36
C-4-2)-⑥,C,生命科学,4,感染と免疫,2,2),免疫,,,,6,⑥,免疫不全症・自己免疫疾患の種類、発症機序及び病態を説明できる。,20230601-mxt_igaku-000029086_4.pdf,36
C-4-2)-⑦,C,生命科学,4,感染と免疫,2,2),免疫,,,,7,⑦,粘膜免疫を説明できる。,20230601-mxt_igaku-000029086_4.pdf,36
C-4-2)-⑧,C,生命科学,4,感染と免疫,2,2),免疫,,,,8,⑧,ワクチンの意義と種類、特徴及び副反応を説明できる。,20230601-mxt_igaku-000029086_4.pdf,36
C-5-1)-①,C,生命科学,5,病因と病態,1,1),病因論と先天異常,,,,1,①,染色体、遺伝子及び発生の異常を説明できる。,20230601-mxt_igaku-000029086_4.pdf,37
C-5-1)-②,C,生命科学,5,病因と病態,1,1),病因論と先天異常,,,,2,②,環境と疾患の関係を説明できる。,20230601-mxt_igaku-000029086_4.pdf,37
C-5-2)-①,C,生命科学,5,病因と病態,2,2),細胞傷害、組織傷害及び萎縮,,,,1,①,細胞傷害と組織傷害を説明できる。,20230601-mxt_igaku-000029086_4.pdf,37
C-5-2)-②,C,生命科学,5,病因と病態,2,2),細胞傷害、組織傷害及び萎縮,,,,2,②,変性と関連疾患の病態を説明できる。,20230601-mxt_igaku-000029086_4.pdf,37
C-5-2)-③,C,生命科学,5,病因と病態,2,2),細胞傷害、組織傷害及び萎縮,,,,3,③,疾患における壊死とアポトーシスを説明できる。,20230601-mxt_igaku-000029086_4.pdf,37
C-5-2)-④,C,生命科学,5,病因と病態,2,2),細胞傷害、組織傷害及び萎縮,,,,4,④,萎縮と仮性肥大を説明できる。,20230601-mxt_igaku-000029086_4.pdf,37
C-5-3)-①,C,生命科学,5,病因と病態,3,3),修復と再生,,,,1,①,修復と再生の機序と幹細胞の役割を説明できる。,20230601-mxt_igaku-000029086_4.pdf,37
C-5-3)-②,C,生命科学,5,病因と病態,3,3),修復と再生,,,,2,②,肥大と過形成を説明できる。,20230601-mxt_igaku-000029086_4.pdf,37
C-5-3)-③,C,生命科学,5,病因と病態,3,3),修復と再生,,,,3,③,化生を説明できる。,20230601-mxt_igaku-000029086_4.pdf,37
C-5-3)-④,C,生命科学,5,病因と病態,3,3),修復と再生,,,,4,④,創傷治癒の過程と関与する細胞を説明できる。,20230601-mxt_igaku-000029086_4.pdf,37
C-5-3)-⑤,C,生命科学,5,病因と病態,3,3),修復と再生,,,,5,⑤,器質化を説明できる。,20230601-mxt_igaku-000029086_4.pdf,37
C-5-4)-①,C,生命科学,5,病因と病態,4,4),循環障害,,,,1,①,虚血、充血及びうっ血の徴候、原因、転帰及び関連疾患を説明できる。,20230601-mxt_igaku-000029086_4.pdf,37
C-5-4)-②,C,生命科学,5,病因と病態,4,4),循環障害,,,,2,②,出血の原因、種類及び転帰を説明できる。,20230601-mxt_igaku-000029086_4.pdf,37
C-5-4)-③,C,生命科学,5,病因と病態,4,4),循環障害,,,,3,③,血栓と塞栓の形成機序、形態的特徴、転帰及び関連疾患を説明できる。,20230601-mxt_igaku-000029086_4.pdf,37
C-5-4)-④,C,生命科学,5,病因と病態,4,4),循環障害,,,,4,④,梗塞の種類、形態的特徴、転帰及び関連疾患を説明できる。,20230601-mxt_igaku-000029086_4.pdf,37
C-5-4)-⑤,C,生命科学,5,病因と病態,4,4),循環障害,,,,5,⑤,浮腫の原因と転帰を説明できる。,20230601-mxt_igaku-000029086_4.pdf,37
C-5-4)-⑥,C,生命科学,5,病因と病態,4,4),循環障害,,,,6,⑥,ショックの成因と種類を説明できる。,20230601-mxt_igaku-000029086_4.pdf,37
C-5-5)-①,C,生命科学,5,病因と病態,5,5),炎症,,,,1,①,炎症の定義と機序を説明できる。,20230601-mxt_igaku-000029086_4.pdf,38
C-5-5)-②,C,生命科学,5,病因と病態,5,5),炎症,,,,2,②,炎症に関与する細胞の種類と機能を説明できる。,20230601-mxt_igaku-000029086_4.pdf,38
C-5-5)-③,C,生命科学,5,病因と病態,5,5),炎症,,,,3,③,滲出性炎の種類、形態的特徴及び経時的変化を説明できる。,20230601-mxt_igaku-000029086_4.pdf,38
C-5-5)-④,C,生命科学,5,病因と病態,5,5),炎症,,,,4,④,肉芽腫性炎の種類、形態的特徴及び経時的変化を説明できる。,20230601-mxt_igaku-000029086_4.pdf,38
C-5-6)-①,C,生命科学,5,病因と病態,6,6),腫瘍,,,,1,①,腫瘍の定義を説明できる。,20230601-mxt_igaku-000029086_4.pdf,38
C-5-6)-②,C,生命科学,5,病因と病態,6,6),腫瘍,,,,2,②,腫瘍の病因を説明できる。,20230601-mxt_igaku-000029086_4.pdf,38
C-5-6)-③,C,生命科学,5,病因と病態,6,6),腫瘍,,,,3,③,上皮異形成を説明できる。,20230601-mxt_igaku-000029086_4.pdf,38
C-5-6)-④,C,生命科学,5,病因と病態,6,6),腫瘍,,,,4,④,腫瘍の異型性と組織学的分化度を説明できる。,20230601-mxt_igaku-000029086_4.pdf,38
C-5-6)-⑤,C,生命科学,5,病因と病態,6,6),腫瘍,,,,5,⑤,良性腫瘍と悪性腫瘍の異同を説明できる。,20230601-mxt_igaku-000029086_4.pdf,38
C-5-6)-⑥,C,生命科学,5,病因と病態,6,6),腫瘍,,,,6,⑥,腫瘍の増殖、浸潤、再発及び転移を説明できる。,20230601-mxt_igaku-000029086_4.pdf,38
C-5-7)-①,C,生命科学,5,病因と病態,7,7),個体の死,,,,1,①,死の概念と生物学的な死を説明できる。,20230601-mxt_igaku-000029086_4.pdf,38
C-6-1)-①,C,生命科学,6,生体と薬物,1,1),薬物と医薬品,,,,1,①,医薬品の分類を説明できる。,20230601-mxt_igaku-000029086_4.pdf,38
C-6-1)-②,C,生命科学,6,生体と薬物,1,1),薬物と医薬品,,,,2,②,毒薬、劇薬及び麻薬等の表示と保管を説明できる。,20230601-mxt_igaku-000029086_4.pdf,38
C-6-1)-③,C,生命科学,6,生体と薬物,1,1),薬物と医薬品,,,,3,③,日本薬局方を説明できる。,20230601-mxt_igaku-000029086_4.pdf,38
C-6-2)-①,C,生命科学,6,生体と薬物,2,2),薬理作用,,,,1,①,薬理作用の基本形式と分類を説明できる。,20230601-mxt_igaku-000029086_4.pdf,39
C-6-2)-②,C,生命科学,6,生体と薬物,2,2),薬理作用,,,,2,②,薬物作用とその作用機序を説明できる。,20230601-mxt_igaku-000029086_4.pdf,39
C-6-2)-③,C,生命科学,6,生体と薬物,2,2),薬理作用,,,,3,③,薬理作用を規定する要因（用量と反応、感受性）を説明できる。,20230601-mxt_igaku-000029086_4.pdf,39
C-6-2)-④,C,生命科学,6,生体と薬物,2,2),薬理作用,,,,4,④,薬物の連用の影響（耐性、蓄積及び薬物依存）を説明できる。,20230601-mxt_igaku-000029086_4.pdf,39
C-6-2)-⑤,C,生命科学,6,生体と薬物,2,2),薬理作用,,,,5,⑤,薬物の併用（協力作用、拮抗作用、相互作用）を説明できる。,20230601-mxt_igaku-000029086_4.pdf,39
C-6-3)-①,C,生命科学,6,生体と薬物,3,3),薬物の適用と体内動態,,,,1,①,薬物の適用方法の種類と特徴を説明できる。,20230601-mxt_igaku-000029086_4.pdf,39
C-6-3)-②,C,生命科学,6,生体と薬物,3,3),薬物の適用と体内動態,,,,2,②,薬物動態（吸収、分布、代謝、排泄）について、加齢、病態による違いや薬物の相互作用による変化を含め、説明できる。,20230601-mxt_igaku-000029086_4.pdf,39
C-6-4)-①,C,生命科学,6,生体と薬物,4,4),薬物の副作用と有害作用,,,,1,①,薬物の一般的副作用と有害事象を説明できる。,20230601-mxt_igaku-000029086_4.pdf,39
